timestamp,device_os,dma,conversion
1707617969,android,"New York, New York",0
1707617989,ios,"New York, New York",0
1707618079,ios,"Philadelphia, Pennsylvania",0
1707618356,ios,"Los Angeles, California",0
1707618444,ios,"New York, New York",0
1707618544,ios,"Dallas-Fort Worth, Texas",0
1707618546,android,"San Francisco-Oakland-San Jose, California",0
1707618650,ios,"Houston, Texas",0
1707618688,ios,"New York, New York",0
1707618691,android,"New York, New York",0
1707618696,ios,"Los Angeles, California",0
1707618764,android,"New York, New York",0
1707618908,ios,"Dallas-Fort Worth, Texas",0
1707619474,android,"Dallas-Fort Worth, Texas",0
1707619477,ios,"New York, New York",0
1707619777,ios,"New York, New York",0
1707619825,android,"Atlanta, Georgia",0
1707619932,android,"Chicago, Illinois",0
1707620038,ios,"Philadelphia, Pennsylvania",0
1707620202,android,"Chicago, Illinois",0
1707620737,android,"Washington, D.C. (Hagerstown)",0
1707620809,android,"Los Angeles, California",0
1707620897,ios,"New York, New York",0
1707621076,android,"New York, New York",0
1707621113,ios,"Washington, D.C. (Hagerstown)",0
1707621362,android,"Washington, D.C. (Hagerstown)",0
1707621450,ios,"Boston (Manchester), Massachusetts",0
1707621523,android,"Washington, D.C. (Hagerstown)",0
1707621770,ios,"Los Angeles, California",0
1707621835,ios,"Los Angeles, California",0
1707622275,ios,"Boston (Manchester), Massachusetts",0
1707622388,ios,"Houston, Texas",0
1707622652,ios,"Los Angeles, California",0
1707622697,android,"Boston (Manchester), Massachusetts",0
1707622753,ios,"Boston (Manchester), Massachusetts",0
1707622830,android,"Philadelphia, Pennsylvania",0
1707622853,ios,"Los Angeles, California",0
1707622942,ios,"Los Angeles, California",0
1707623011,android,"Boston (Manchester), Massachusetts",0
1707623066,android,"Houston, Texas",0
1707623332,ios,"Los Angeles, California",0
1707623483,ios,"Dallas-Fort Worth, Texas",0
1707623604,android,"Chicago, Illinois",0
1707623664,ios,"Philadelphia, Pennsylvania",0
1707623709,ios,"New York, New York",0
1707623907,android,"Atlanta, Georgia",0
1707624049,ios,"Washington, D.C. (Hagerstown)",0
1707624198,ios,"Los Angeles, California",0
1707624285,android,"San Francisco-Oakland-San Jose, California",0
1707624337,ios,"Los Angeles, California",0
1707624583,android,"Los Angeles, California",0
1707624625,ios,"Washington, D.C. (Hagerstown)",0
1707624652,android,"Houston, Texas",0
1707625037,ios,"Atlanta, Georgia",0
1707625116,android,"New York, New York",0
1707625248,android,"Chicago, Illinois",0
1707625328,android,"New York, New York",0
1707625612,ios,"New York, New York",0
1707625995,android,"Los Angeles, California",0
1707626151,android,"New York, New York",0
1707626166,ios,"Chicago, Illinois",0
1707626199,ios,"Los Angeles, California",0
1707626265,ios,"Chicago, Illinois",0
1707626756,ios,"San Francisco-Oakland-San Jose, California",0
1707626912,ios,"New York, New York",0
1707627082,ios,"Chicago, Illinois",0
1707627170,ios,"Dallas-Fort Worth, Texas",0
1707627634,android,"New York, New York",0
1707627721,ios,"Philadelphia, Pennsylvania",0
1707627823,android,"New York, New York",0
1707627993,android,"Los Angeles, California",0
1707628050,android,"Chicago, Illinois",0
1707628109,ios,"Washington, D.C. (Hagerstown)",0
1707628231,android,"Chicago, Illinois",0
1707628296,android,"Los Angeles, California",0
1707628399,ios,"New York, New York",0
1707628964,android,"Boston (Manchester), Massachusetts",0
1707629048,ios,"Chicago, Illinois",0
1707629231,ios,"Boston (Manchester), Massachusetts",0
1707629308,android,"New York, New York",0
1707629406,ios,"Los Angeles, California",0
1707629418,ios,"Chicago, Illinois",0
1707629589,ios,"Chicago, Illinois",0
1707629598,ios,"Los Angeles, California",0
1707629608,android,"Dallas-Fort Worth, Texas",0
1707629664,android,"New York, New York",0
1707629776,ios,"New York, New York",0
1707629869,ios,"Dallas-Fort Worth, Texas",0
1707630109,android,"Houston, Texas",0
1707630176,android,"Chicago, Illinois",0
1707630228,ios,"New York, New York",0
1707630380,ios,"New York, New York",0
1707630524,android,"Chicago, Illinois",0
1707631014,ios,"Chicago, Illinois",0
1707631386,ios,"Dallas-Fort Worth, Texas",0
1707631659,android,"New York, New York",0
1707631740,android,"New York, New York",0
1707632106,ios,"Los Angeles, California",0
1707632221,android,"Dallas-Fort Worth, Texas",0
1707632294,android,"New York, New York",0
1707632660,android,"Chicago, Illinois",0
1707632703,android,"Dallas-Fort Worth, Texas",0
1707632899,ios,"Chicago, Illinois",0
1707632928,ios,"New York, New York",0
1707632960,ios,"Washington, D.C. (Hagerstown)",0
1707632986,ios,"New York, New York",0
1707633056,android,"New York, New York",0
1707633335,android,"New York, New York",1
1707633345,ios,"New York, New York",0
1707633422,android,"Los Angeles, California",0
1707633463,ios,"Atlanta, Georgia",0
1707633853,ios,"Los Angeles, California",0
1707633864,ios,"Philadelphia, Pennsylvania",0
1707633911,ios,"Chicago, Illinois",0
1707633964,ios,"New York, New York",0
1707634110,ios,"New York, New York",0
1707634163,ios,"San Francisco-Oakland-San Jose, California",0
1707634243,ios,"New York, New York",0
1707634246,ios,"Chicago, Illinois",0
1707634303,ios,"Boston (Manchester), Massachusetts",0
1707634398,android,"Atlanta, Georgia",0
1707634756,android,"Philadelphia, Pennsylvania",0
1707635040,ios,"New York, New York",0
1707635508,ios,"Chicago, Illinois",0
1707635748,android,"Los Angeles, California",0
1707636346,android,"New York, New York",0
1707636449,android,"Chicago, Illinois",0
1707636511,ios,"Los Angeles, California",0
1707636642,ios,"New York, New York",0
1707636708,android,"New York, New York",0
1707636792,android,"Chicago, Illinois",0
1707637805,android,"Boston (Manchester), Massachusetts",0
1707637875,ios,"Los Angeles, California",0
1707638112,ios,"Washington, D.C. (Hagerstown)",0
1707638171,android,"New York, New York",0
1707638176,ios,"San Francisco-Oakland-San Jose, California",0
1707638548,android,"Chicago, Illinois",0
1707638600,android,"San Francisco-Oakland-San Jose, California",0
1707638673,android,"Boston (Manchester), Massachusetts",0
1707638838,ios,"New York, New York",0
1707638861,android,"New York, New York",0
1707638982,android,"Chicago, Illinois",0
1707639817,ios,"New York, New York",0
1707639988,android,"Los Angeles, California",0
1707640122,ios,"New York, New York",0
1707640188,ios,"Washington, D.C. (Hagerstown)",0
1707640341,ios,"Houston, Texas",0
1707640613,android,"Los Angeles, California",0
1707640819,ios,"New York, New York",0
1707641513,ios,"New York, New York",0
1707641555,android,"San Francisco-Oakland-San Jose, California",0
1707641673,ios,"Philadelphia, Pennsylvania",0
1707642007,android,"New York, New York",0
1707642102,ios,"Atlanta, Georgia",0
1707642118,ios,"New York, New York",0
1707642663,ios,"Dallas-Fort Worth, Texas",0
1707643017,android,"Philadelphia, Pennsylvania",0
1707643059,ios,"Atlanta, Georgia",0
1707643240,ios,"San Francisco-Oakland-San Jose, California",0
1707643304,android,"Philadelphia, Pennsylvania",0
1707643372,ios,"New York, New York",0
1707643647,android,"Los Angeles, California",0
1707643909,android,"Atlanta, Georgia",0
1707644195,ios,"Chicago, Illinois",0
1707644216,ios,"Philadelphia, Pennsylvania",0
1707644474,android,"Washington, D.C. (Hagerstown)",0
1707644574,ios,"Washington, D.C. (Hagerstown)",0
1707644681,ios,"Dallas-Fort Worth, Texas",0
1707644884,android,"New York, New York",0
1707644904,android,"New York, New York",0
1707645363,ios,"Washington, D.C. (Hagerstown)",0
1707645582,ios,"Boston (Manchester), Massachusetts",0
1707645724,android,"New York, New York",0
1707646843,ios,"Boston (Manchester), Massachusetts",0
1707646967,android,"Los Angeles, California",0
1707647126,android,"New York, New York",0
1707647696,ios,"Boston (Manchester), Massachusetts",0
1707647749,ios,"Houston, Texas",0
1707647977,ios,"Boston (Manchester), Massachusetts",0
1707648073,ios,"Chicago, Illinois",0
1707648110,android,"Houston, Texas",0
1707648135,android,"Washington, D.C. (Hagerstown)",0
1707648137,android,"Los Angeles, California",0
1707648713,ios,"Chicago, Illinois",0
1707649250,ios,"Los Angeles, California",0
1707649379,ios,"San Francisco-Oakland-San Jose, California",0
1707649564,android,"Philadelphia, Pennsylvania",0
1707649950,ios,"New York, New York",0
1707650124,ios,"New York, New York",0
1707650248,ios,"New York, New York",0
1707650397,ios,"Washington, D.C. (Hagerstown)",0
1707650826,android,"New York, New York",0
1707650827,android,"New York, New York",0
1707650845,ios,"New York, New York",0
1707651101,ios,"Chicago, Illinois",0
1707651116,ios,"New York, New York",0
1707651137,ios,"Washington, D.C. (Hagerstown)",0
1707651252,ios,"New York, New York",0
1707651571,ios,"Boston (Manchester), Massachusetts",0
1707651581,ios,"New York, New York",0
1707651637,android,"New York, New York",0
1707651843,android,"Philadelphia, Pennsylvania",0
1707652200,ios,"New York, New York",0
1707652241,android,"Boston (Manchester), Massachusetts",0
1707652527,ios,"Washington, D.C. (Hagerstown)",0
1707652658,android,"New York, New York",0
1707652880,android,"Boston (Manchester), Massachusetts",0
1707653063,ios,"Chicago, Illinois",0
1707653086,ios,"Dallas-Fort Worth, Texas",0
1707653407,ios,"New York, New York",0
1707653409,ios,"Boston (Manchester), Massachusetts",0
1707653427,ios,"Atlanta, Georgia",0
1707653503,ios,"New York, New York",0
1707653944,android,"Dallas-Fort Worth, Texas",0
1707654049,android,"Philadelphia, Pennsylvania",0
1707654089,ios,"New York, New York",0
1707654122,android,"Boston (Manchester), Massachusetts",0
1707654377,ios,"Los Angeles, California",0
1707654383,ios,"Atlanta, Georgia",0
1707654632,android,"Boston (Manchester), Massachusetts",0
1707654641,ios,"San Francisco-Oakland-San Jose, California",0
1707654954,ios,"Philadelphia, Pennsylvania",0
1707654989,android,"Chicago, Illinois",0
1707654996,android,"New York, New York",0
1707655030,android,"Atlanta, Georgia",0
1707655223,ios,"New York, New York",0
1707655231,ios,"Atlanta, Georgia",0
1707655540,ios,"Chicago, Illinois",0
1707655580,ios,"Chicago, Illinois",0
1707655727,android,"New York, New York",0
1707655753,android,"New York, New York",0
1707656027,android,"New York, New York",0
1707656219,android,"Chicago, Illinois",0
1707656221,ios,"Los Angeles, California",0
1707656363,ios,"New York, New York",0
1707656383,ios,"New York, New York",0
1707656546,android,"Chicago, Illinois",0
1707656808,ios,"Washington, D.C. (Hagerstown)",0
1707656843,android,"Atlanta, Georgia",0
1707657529,android,"Los Angeles, California",0
1707657649,android,"Chicago, Illinois",0
1707657702,android,"New York, New York",0
1707657797,android,"New York, New York",0
1707657972,ios,"Washington, D.C. (Hagerstown)",0
1707658207,ios,"New York, New York",0
1707658293,android,"Dallas-Fort Worth, Texas",0
1707658404,ios,"Chicago, Illinois",0
1707658529,ios,"Dallas-Fort Worth, Texas",0
1707658937,ios,"Chicago, Illinois",0
1707659110,ios,"Boston (Manchester), Massachusetts",0
1707659214,android,"Boston (Manchester), Massachusetts",0
1707659306,android,"Los Angeles, California",0
1707659512,android,"Los Angeles, California",0
1707659524,ios,"Los Angeles, California",0
1707659561,android,"Philadelphia, Pennsylvania",0
1707659732,ios,"Philadelphia, Pennsylvania",0
1707659825,android,"Los Angeles, California",0
1707659887,ios,"Philadelphia, Pennsylvania",0
1707660074,ios,"Los Angeles, California",0
1707660370,android,"Los Angeles, California",0
1707660438,android,"New York, New York",0
1707660574,android,"Chicago, Illinois",0
1707660590,android,"Chicago, Illinois",0
1707660719,ios,"New York, New York",0
1707661151,android,"Chicago, Illinois",0
1707661353,ios,"Los Angeles, California",0
1707661384,ios,"Washington, D.C. (Hagerstown)",0
1707661531,ios,"Chicago, Illinois",0
1707661566,ios,"New York, New York",0
1707661679,android,"New York, New York",1
1707661690,android,"New York, New York",0
1707662229,android,"Boston (Manchester), Massachusetts",1
1707662365,ios,"Los Angeles, California",0
1707662502,ios,"Los Angeles, California",0
1707662679,ios,"Los Angeles, California",0
1707662816,android,"New York, New York",0
1707663096,android,"Los Angeles, California",0
1707663200,ios,"New York, New York",0
1707663207,android,"New York, New York",0
1707663501,ios,"Chicago, Illinois",0
1707663722,android,"New York, New York",0
1707664063,ios,"Los Angeles, California",0
1707664334,ios,"Washington, D.C. (Hagerstown)",0
1707664406,ios,"Philadelphia, Pennsylvania",0
1707664446,android,"Dallas-Fort Worth, Texas",0
1707664685,android,"New York, New York",0
1707665834,ios,"Dallas-Fort Worth, Texas",0
1707666581,android,"Chicago, Illinois",0
1707666716,ios,"Los Angeles, California",0
1707666941,ios,"Los Angeles, California",0
1707667074,ios,"Los Angeles, California",0
1707667431,android,"Chicago, Illinois",0
1707667630,android,"Chicago, Illinois",0
1707668446,ios,"New York, New York",0
1707668489,ios,"Los Angeles, California",0
1707668520,android,"Los Angeles, California",0
1707669084,android,"New York, New York",0
1707669101,ios,"Houston, Texas",0
1707669241,ios,"Chicago, Illinois",0
1707669371,ios,"New York, New York",0
1707669386,android,"New York, New York",0
1707669703,ios,"New York, New York",0
1707669819,android,"Chicago, Illinois",0
1707670183,ios,"Los Angeles, California",0
1707670333,android,"Philadelphia, Pennsylvania",0
1707670701,android,"New York, New York",0
1707670999,ios,"New York, New York",0
1707671069,android,"Houston, Texas",0
1707671084,ios,"Boston (Manchester), Massachusetts",0
1707671118,android,"Atlanta, Georgia",0
1707671124,android,"Los Angeles, California",0
1707671169,ios,"Philadelphia, Pennsylvania",0
1707671216,ios,"New York, New York",0
1707671642,ios,"Atlanta, Georgia",0
1707671662,ios,"New York, New York",0
1707671790,ios,"Dallas-Fort Worth, Texas",0
1707671795,android,"Atlanta, Georgia",0
1707672033,ios,"Washington, D.C. (Hagerstown)",0
1707672082,android,"Philadelphia, Pennsylvania",0
1707672118,android,"Washington, D.C. (Hagerstown)",0
1707672180,android,"Chicago, Illinois",0
1707672214,ios,"Los Angeles, California",0
1707672266,android,"Dallas-Fort Worth, Texas",0
1707672677,android,"Washington, D.C. (Hagerstown)",0
1707672868,ios,"New York, New York",0
1707672881,ios,"New York, New York",0
1707672927,ios,"Chicago, Illinois",0
1707673082,ios,"Atlanta, Georgia",0
1707673173,android,"New York, New York",0
1707673192,android,"New York, New York",0
1707673958,ios,"Los Angeles, California",0
1707674049,android,"Philadelphia, Pennsylvania",0
1707674132,android,"New York, New York",0
1707674223,ios,"New York, New York",0
1707674288,android,"Los Angeles, California",0
1707674325,ios,"Dallas-Fort Worth, Texas",0
1707674699,android,"New York, New York",0
1707674699,ios,"San Francisco-Oakland-San Jose, California",0
1707674755,android,"Philadelphia, Pennsylvania",0
1707674891,ios,"Houston, Texas",0
1707675033,android,"Chicago, Illinois",0
1707675107,ios,"New York, New York",0
1707675360,ios,"New York, New York",0
1707675637,ios,"Chicago, Illinois",0
1707676001,ios,"New York, New York",0
1707676222,ios,"New York, New York",0
1707676315,ios,"Los Angeles, California",0
1707676591,ios,"New York, New York",0
1707676647,android,"New York, New York",0
1707676814,android,"Los Angeles, California",0
1707677022,ios,"Los Angeles, California",0
1707677255,ios,"Chicago, Illinois",0
1707677566,ios,"Los Angeles, California",0
1707677812,ios,"New York, New York",0
1707677909,ios,"Boston (Manchester), Massachusetts",0
1707678019,android,"Philadelphia, Pennsylvania",0
1707678086,ios,"Los Angeles, California",0
1707678162,ios,"Washington, D.C. (Hagerstown)",0
1707678210,ios,"New York, New York",0
1707678547,ios,"New York, New York",0
1707678892,ios,"New York, New York",0
1707679181,android,"Boston (Manchester), Massachusetts",0
1707679365,android,"New York, New York",0
1707679410,ios,"New York, New York",0
1707679439,ios,"Los Angeles, California",0
1707679720,ios,"New York, New York",0
1707679926,ios,"Chicago, Illinois",0
1707680227,android,"New York, New York",0
1707680307,ios,"Los Angeles, California",0
1707680553,android,"Los Angeles, California",0
1707680589,ios,"New York, New York",0
1707680725,ios,"Houston, Texas",0
1707680863,ios,"New York, New York",0
1707680873,ios,"Los Angeles, California",0
1707681061,ios,"Los Angeles, California",0
1707681619,ios,"Philadelphia, Pennsylvania",0
1707681791,android,"Philadelphia, Pennsylvania",0
1707681880,ios,"Philadelphia, Pennsylvania",0
1707682178,ios,"Dallas-Fort Worth, Texas",0
1707682374,android,"Los Angeles, California",0
1707682441,android,"New York, New York",0
1707682515,android,"Dallas-Fort Worth, Texas",0
1707682555,android,"Philadelphia, Pennsylvania",0
1707683093,ios,"New York, New York",0
1707683568,ios,"Houston, Texas",0
1707683579,android,"New York, New York",0
1707683586,ios,"Los Angeles, California",0
1707683964,android,"Los Angeles, California",0
1707685586,ios,"Chicago, Illinois",0
1707686074,ios,"San Francisco-Oakland-San Jose, California",0
1707686344,ios,"New York, New York",0
1707686376,android,"Houston, Texas",0
1707686500,ios,"Los Angeles, California",0
1707686856,ios,"New York, New York",0
1707687207,android,"Chicago, Illinois",0
1707687285,ios,"New York, New York",0
1707687588,android,"Los Angeles, California",0
1707687686,ios,"Houston, Texas",0
1707687841,android,"Atlanta, Georgia",0
1707687876,ios,"Philadelphia, Pennsylvania",0
1707687941,android,"San Francisco-Oakland-San Jose, California",0
1707688367,ios,"Houston, Texas",0
1707688436,ios,"New York, New York",0
1707688581,ios,"San Francisco-Oakland-San Jose, California",0
1707688618,android,"Los Angeles, California",0
1707688681,ios,"New York, New York",0
1707688741,ios,"Philadelphia, Pennsylvania",0
1707688898,ios,"New York, New York",0
1707689000,ios,"New York, New York",0
1707689195,android,"San Francisco-Oakland-San Jose, California",0
1707689509,ios,"Los Angeles, California",0
1707689918,ios,"Dallas-Fort Worth, Texas",0
1707690266,android,"Chicago, Illinois",0
1707690625,android,"Boston (Manchester), Massachusetts",0
1707690741,ios,"Los Angeles, California",0
1707690809,ios,"Dallas-Fort Worth, Texas",0
1707691024,ios,"Dallas-Fort Worth, Texas",0
1707691072,ios,"Los Angeles, California",0
1707691147,ios,"Houston, Texas",0
1707691635,ios,"Chicago, Illinois",0
1707691832,android,"Dallas-Fort Worth, Texas",0
1707692797,android,"New York, New York",0
1707693543,android,"Philadelphia, Pennsylvania",0
1707693730,ios,"New York, New York",0
1707693991,android,"Dallas-Fort Worth, Texas",0
1707694235,ios,"Dallas-Fort Worth, Texas",0
1707694835,android,"Washington, D.C. (Hagerstown)",0
1707695052,ios,"Washington, D.C. (Hagerstown)",0
1707695751,android,"Los Angeles, California",0
1707695814,ios,"New York, New York",0
1707696434,ios,"Chicago, Illinois",0
1707696571,ios,"New York, New York",0
1707696630,ios,"New York, New York",0
1707697108,ios,"New York, New York",0
1707697652,ios,"New York, New York",0
1707697676,ios,"New York, New York",0
1707697945,ios,"Chicago, Illinois",0
1707698042,android,"New York, New York",0
1707698070,ios,"New York, New York",0
1707698420,android,"New York, New York",0
1707698549,android,"Dallas-Fort Worth, Texas",0
1707698566,ios,"New York, New York",0
1707698669,android,"San Francisco-Oakland-San Jose, California",0
1707698779,android,"Dallas-Fort Worth, Texas",0
1707699006,ios,"Los Angeles, California",0
1707699104,android,"New York, New York",0
1707699122,android,"Philadelphia, Pennsylvania",0
1707699275,ios,"New York, New York",0
1707699384,ios,"Philadelphia, Pennsylvania",0
1707699404,android,"Chicago, Illinois",1
1707699491,android,"San Francisco-Oakland-San Jose, California",1
1707699713,android,"Boston (Manchester), Massachusetts",0
1707699776,android,"Philadelphia, Pennsylvania",0
1707699893,android,"Los Angeles, California",0
1707699946,ios,"Los Angeles, California",0
1707700074,ios,"New York, New York",0
1707700658,android,"New York, New York",1
1707700662,android,"Chicago, Illinois",0
1707701270,android,"Los Angeles, California",0
1707701579,ios,"New York, New York",0
1707701749,ios,"New York, New York",0
1707702084,android,"New York, New York",0
1707702274,ios,"New York, New York",0
1707702522,ios,"San Francisco-Oakland-San Jose, California",0
1707702548,ios,"Atlanta, Georgia",0
1707703067,android,"Washington, D.C. (Hagerstown)",0
1707703399,ios,"New York, New York",0
1707703507,android,"New York, New York",0
1707703704,ios,"New York, New York",0
1707703877,ios,"New York, New York",0
1707704016,ios,"New York, New York",0
1707704069,android,"Los Angeles, California",0
1707704382,ios,"New York, New York",0
1707704430,android,"Washington, D.C. (Hagerstown)",0
1707704606,ios,"Los Angeles, California",0
1707704766,ios,"Washington, D.C. (Hagerstown)",0
1707704920,ios,"Chicago, Illinois",0
1707705015,android,"San Francisco-Oakland-San Jose, California",0
1707705775,ios,"Washington, D.C. (Hagerstown)",0
1707705952,ios,"Houston, Texas",0
1707705953,ios,"San Francisco-Oakland-San Jose, California",0
1707706097,ios,"New York, New York",0
1707706140,android,"Dallas-Fort Worth, Texas",0
1707706475,ios,"Washington, D.C. (Hagerstown)",0
1707706704,ios,"Los Angeles, California",0
1707706804,ios,"Dallas-Fort Worth, Texas",0
1707706940,ios,"Chicago, Illinois",0
1707707170,android,"Philadelphia, Pennsylvania",0
1707707392,ios,"Washington, D.C. (Hagerstown)",0
1707707492,android,"Houston, Texas",0
1707707694,ios,"Philadelphia, Pennsylvania",0
1707707775,android,"Houston, Texas",0
1707707797,android,"New York, New York",0
1707708199,android,"San Francisco-Oakland-San Jose, California",0
1707708557,ios,"Chicago, Illinois",0
1707708641,ios,"New York, New York",0
1707708874,ios,"New York, New York",0
1707709013,android,"Los Angeles, California",0
1707709432,android,"Boston (Manchester), Massachusetts",0
1707709507,ios,"Chicago, Illinois",0
1707709632,ios,"Washington, D.C. (Hagerstown)",0
1707709941,ios,"New York, New York",0
1707709942,ios,"Chicago, Illinois",0
1707710036,android,"Chicago, Illinois",0
1707710444,android,"Chicago, Illinois",0
1707710448,android,"Atlanta, Georgia",0
1707710460,android,"Los Angeles, California",0
1707710561,android,"Philadelphia, Pennsylvania",0
1707710638,android,"Houston, Texas",0
1707710797,android,"New York, New York",0
1707710896,android,"Atlanta, Georgia",0
1707710985,ios,"Los Angeles, California",0
1707711158,android,"Los Angeles, California",0
1707711208,ios,"Los Angeles, California",0
1707711451,android,"San Francisco-Oakland-San Jose, California",0
1707711538,ios,"New York, New York",0
1707711732,ios,"New York, New York",0
1707712243,ios,"Dallas-Fort Worth, Texas",0
1707712440,android,"Houston, Texas",0
1707712987,android,"Chicago, Illinois",0
1707713556,android,"Los Angeles, California",0
1707713653,android,"New York, New York",0
1707713825,android,"Los Angeles, California",0
1707713952,ios,"Boston (Manchester), Massachusetts",0
1707713996,ios,"Los Angeles, California",0
1707714044,ios,"Chicago, Illinois",0
1707714105,ios,"New York, New York",0
1707714281,android,"Washington, D.C. (Hagerstown)",0
1707714476,ios,"Los Angeles, California",0
1707714742,ios,"New York, New York",0
1707714938,android,"Washington, D.C. (Hagerstown)",0
1707715015,android,"San Francisco-Oakland-San Jose, California",0
1707715118,ios,"Los Angeles, California",0
1707715378,ios,"Chicago, Illinois",0
1707715415,android,"New York, New York",0
1707715475,ios,"New York, New York",0
1707715638,ios,"New York, New York",0
1707715706,ios,"New York, New York",0
1707715775,android,"Los Angeles, California",1
1707715846,ios,"Philadelphia, Pennsylvania",0
1707716140,android,"Dallas-Fort Worth, Texas",0
1707716203,ios,"Los Angeles, California",0
1707716360,ios,"Washington, D.C. (Hagerstown)",0
1707716866,ios,"Los Angeles, California",0
1707716957,android,"Washington, D.C. (Hagerstown)",0
1707717446,android,"New York, New York",0
1707717567,ios,"New York, New York",0
1707717747,ios,"New York, New York",0
1707718078,android,"Washington, D.C. (Hagerstown)",0
1707718210,ios,"Los Angeles, California",0
1707718261,ios,"Chicago, Illinois",0
1707718497,ios,"New York, New York",0
1707718669,ios,"Atlanta, Georgia",0
1707718707,ios,"Washington, D.C. (Hagerstown)",0
1707719124,ios,"Philadelphia, Pennsylvania",0
1707719149,android,"Los Angeles, California",0
1707719191,android,"Houston, Texas",0
1707719270,ios,"New York, New York",0
1707719382,ios,"Los Angeles, California",0
1707719520,android,"Chicago, Illinois",0
1707719932,android,"New York, New York",0
1707719956,ios,"New York, New York",0
1707719977,android,"Chicago, Illinois",0
1707720169,ios,"Atlanta, Georgia",0
1707720260,ios,"New York, New York",0
1707720476,ios,"New York, New York",0
1707720750,android,"Philadelphia, Pennsylvania",0
1707720927,ios,"New York, New York",0
1707721038,ios,"Dallas-Fort Worth, Texas",0
1707721124,ios,"New York, New York",0
1707721365,android,"Los Angeles, California",0
1707721453,ios,"Philadelphia, Pennsylvania",0
1707721651,ios,"Chicago, Illinois",0
1707721676,ios,"Chicago, Illinois",0
1707721871,ios,"Houston, Texas",0
1707722270,android,"Philadelphia, Pennsylvania",0
1707722702,android,"Washington, D.C. (Hagerstown)",0
1707722835,ios,"New York, New York",0
1707722841,android,"Los Angeles, California",0
1707723256,ios,"New York, New York",0
1707723498,android,"Philadelphia, Pennsylvania",0
1707723958,ios,"Chicago, Illinois",0
1707724289,android,"Houston, Texas",0
1707724293,ios,"Dallas-Fort Worth, Texas",0
1707724405,android,"Atlanta, Georgia",0
1707724954,ios,"Houston, Texas",0
1707725059,ios,"Philadelphia, Pennsylvania",0
1707725061,ios,"Los Angeles, California",0
1707725078,ios,"San Francisco-Oakland-San Jose, California",0
1707725100,ios,"New York, New York",0
1707725118,ios,"Washington, D.C. (Hagerstown)",0
1707725121,ios,"Houston, Texas",0
1707725474,ios,"Philadelphia, Pennsylvania",0
1707725748,ios,"New York, New York",0
1707726192,ios,"Chicago, Illinois",0
1707726358,ios,"New York, New York",0
1707726425,android,"New York, New York",0
1707726810,android,"Atlanta, Georgia",0
1707726902,ios,"New York, New York",0
1707726998,ios,"Los Angeles, California",0
1707727156,ios,"Los Angeles, California",0
1707727251,ios,"Washington, D.C. (Hagerstown)",0
1707727275,ios,"Washington, D.C. (Hagerstown)",0
1707727386,android,"Boston (Manchester), Massachusetts",0
1707727502,ios,"Philadelphia, Pennsylvania",0
1707727850,ios,"Atlanta, Georgia",0
1707727873,ios,"Chicago, Illinois",0
1707728284,ios,"New York, New York",0
1707728431,ios,"Los Angeles, California",0
1707728470,ios,"Los Angeles, California",0
1707728679,ios,"New York, New York",0
1707728784,ios,"New York, New York",0
1707729068,ios,"New York, New York",0
1707729100,android,"Dallas-Fort Worth, Texas",0
1707729136,android,"Philadelphia, Pennsylvania",0
1707729464,android,"Chicago, Illinois",0
1707729602,ios,"Washington, D.C. (Hagerstown)",0
1707729989,ios,"Washington, D.C. (Hagerstown)",0
1707730316,ios,"Chicago, Illinois",0
1707730355,ios,"New York, New York",0
1707730580,android,"Boston (Manchester), Massachusetts",0
1707730639,ios,"New York, New York",0
1707730663,android,"San Francisco-Oakland-San Jose, California",0
1707731088,ios,"New York, New York",0
1707731559,android,"Dallas-Fort Worth, Texas",0
1707731782,android,"Dallas-Fort Worth, Texas",0
1707732029,android,"New York, New York",0
1707732055,android,"New York, New York",0
1707732240,ios,"New York, New York",0
1707732472,android,"Chicago, Illinois",0
1707732691,android,"Washington, D.C. (Hagerstown)",0
1707732877,android,"San Francisco-Oakland-San Jose, California",0
1707732929,ios,"Los Angeles, California",0
1707733123,ios,"Chicago, Illinois",0
1707733309,ios,"Atlanta, Georgia",0
1707733466,ios,"Los Angeles, California",0
1707733570,ios,"Chicago, Illinois",0
1707733705,android,"San Francisco-Oakland-San Jose, California",0
1707734472,ios,"Houston, Texas",0
1707734602,android,"Washington, D.C. (Hagerstown)",1
1707735238,ios,"New York, New York",0
1707735287,ios,"Los Angeles, California",0
1707735395,android,"New York, New York",0
1707735459,ios,"Los Angeles, California",0
1707735844,android,"Boston (Manchester), Massachusetts",0
1707735986,ios,"Chicago, Illinois",0
1707736248,ios,"New York, New York",0
1707736483,android,"Dallas-Fort Worth, Texas",0
1707736616,android,"New York, New York",0
1707736977,ios,"Philadelphia, Pennsylvania",0
1707736986,android,"Houston, Texas",0
1707736995,android,"Chicago, Illinois",0
1707737149,android,"Los Angeles, California",0
1707737190,android,"Chicago, Illinois",0
1707737402,ios,"Chicago, Illinois",0
1707737505,ios,"New York, New York",0
1707737637,ios,"Dallas-Fort Worth, Texas",0
1707738263,android,"Chicago, Illinois",0
1707738496,android,"Washington, D.C. (Hagerstown)",0
1707738877,ios,"Dallas-Fort Worth, Texas",0
1707739238,ios,"Los Angeles, California",0
1707739309,ios,"New York, New York",0
1707739333,ios,"Los Angeles, California",0
1707739917,ios,"New York, New York",0
1707739939,ios,"New York, New York",0
